ID	SENTENCE	BLOCK	PATTERN_TYPE	ACTUAL	ACCEPTABLE
502	I like birches , except trees .	4	except-birds	<	N
503	I like trees , except birches .	4	except-birds	>	Y
504	I like birches , except animals .	5	except-birds	NR	N
505	I like animals , except birches .	5	except-birds	NR*	N
506	I like birches , except trees .	5	except-birds	<	N
507	I like trees , except birches .	5	except-birds	>	Y
508	I like birches , except bushes .	6	except-birds	NR	N
509	I like bushes , except birches .	6	except-birds	NR*	N
510	I like birches , except trees .	6	except-birds	<	N
511	I like trees , except birches .	6	except-birds	>	Y
512	I like birches , except shrubs .	7	except-birds	NR	N
513	I like shrubs , except birches .	7	except-birds	NR*	N
514	I like birches , except trees .	7	except-birds	<	N
515	I like trees , except birches .	7	except-birds	>	Y
516	I like firs , except grass .	8	except-birds	NR	N
517	I like grass , except firs .	8	except-birds	NR*	N
518	I like firs , except trees .	8	except-birds	<	N
519	I like trees , except firs .	8	except-birds	>	Y
520	I like firs , except animals .	9	except-birds	NR	N
521	I like animals , except firs .	9	except-birds	NR*	N
522	I like firs , except trees .	9	except-birds	<	N
523	I like trees , except firs .	9	except-birds	>	Y
524	I like firs , except bushes .	10	except-birds	NR	N
525	I like bushes , except firs .	10	except-birds	NR*	N
526	I like firs , except trees .	10	except-birds	<	N
527	I like trees , except firs .	10	except-birds	>	Y
528	I like firs , except shrubs .	11	except-birds	NR	N
529	I like shrubs , except firs .	11	except-birds	NR*	N
530	I like firs , except trees .	11	except-birds	<	N
531	I like trees , except firs .	11	except-birds	>	Y
532	I like pines , except grass .	12	except-birds	NR	N
533	I like grass , except pines .	12	except-birds	NR*	N
534	I like pines , except trees .	12	except-birds	<	N
535	I like trees , except pines .	12	except-birds	>	Y
536	I like pines , except animals .	13	except-birds	NR	N
537	I like animals , except pines .	13	except-birds	NR*	N
538	I like pines , except trees .	13	except-birds	<	N
539	I like trees , except pines .	13	except-birds	>	Y
540	I like pines , except bushes .	14	except-birds	NR	N
541	I like bushes , except pines .	14	except-birds	NR*	N
542	I like pines , except trees .	14	except-birds	<	N
543	I like trees , except pines .	14	except-birds	>	Y
544	I like pines , except shrubs .	15	except-birds	NR	N
545	I like shrubs , except pines .	15	except-birds	NR*	N
546	I like pines , except trees .	15	except-birds	<	N
547	I like trees , except pines .	15	except-birds	>	Y
548	I like polyester , except wood .	0	except-plastics	NR	N
549	I like wood , except polyester .	0	except-plastics	NR*	N
550	I like polyester , except plastic .	0	except-plastics	<	N
551	I like plastic , except polyester .	0	except-plastics	>	Y
552	I like polyester , except cotton .	1	except-plastics	NR	N
553	I like cotton , except polyester .	1	except-plastics	NR*	N
554	I like polyester , except plastic .	1	except-plastics	<	N
555	I like plastic , except polyester .	1	except-plastics	>	Y
556	I like polyester , except glass .	2	except-plastics	NR	N
557	I like glass , except polyester .	2	except-plastics	NR*	N
558	I like polyester , except plastic .	2	except-plastics	<	N
559	I like plastic , except polyester .	2	except-plastics	>	Y
560	I like polyester , except leather .	3	except-plastics	NR	N
561	I like leather , except polyester .	3	except-plastics	NR*	N
562	I like polyester , except plastic .	3	except-plastics	<	N
563	I like plastic , except polyester .	3	except-plastics	>	Y
564	I like nylon , except wood .	4	except-plastics	NR	N
565	I like wood , except nylon .	4	except-plastics	NR*	N
566	I like nylon , except plastic .	4	except-plastics	<	N
567	I like plastic , except nylon .	4	except-plastics	>	Y
568	I like nylon , except cotton .	5	except-plastics	NR	N
569	I like cotton , except nylon .	5	except-plastics	NR*	N
570	I like nylon , except plastic .	5	except-plastics	<	N
571	I like plastic , except nylon .	5	except-plastics	>	Y
572	I like nylon , except glass .	6	except-plastics	NR	N
573	I like glass , except nylon .	6	except-plastics	NR*	N
574	I like nylon , except plastic .	6	except-plastics	<	N
575	I like plastic , except nylon .	6	except-plastics	>	Y
576	I like nylon , except leather .	7	except-plastics	NR	N
577	I like leather , except nylon .	7	except-plastics	NR*	N
578	I like nylon , except plastic .	7	except-plastics	<	N
579	I like plastic , except nylon .	7	except-plastics	>	Y
580	I like vinyl , except wood .	8	except-plastics	NR	N
581	I like wood , except vinyl .	8	except-plastics	NR*	N
582	I like vinyl , except plastic .	8	except-plastics	<	N
583	I like plastic , except vinyl .	8	except-plastics	>	Y
584	I like vinyl , except cotton .	9	except-plastics	NR	N
585	I like cotton , except vinyl .	9	except-plastics	NR*	N
586	I like vinyl , except plastic .	9	except-plastics	<	N
587	I like plastic , except vinyl .	9	except-plastics	>	Y
588	I like vinyl , except glass .	10	except-plastics	NR	N
589	I like glass , except vinyl .	10	except-plastics	NR*	N
590	I like vinyl , except plastic .	10	except-plastics	<	N
591	I like plastic , except vinyl .	10	except-plastics	>	Y
592	I like vinyl , except leather .	11	except-plastics	NR	N
593	I like leather , except vinyl .	11	except-plastics	NR*	N
594	I like vinyl , except plastic .	11	except-plastics	<	N
595	I like plastic , except vinyl .	11	except-plastics	>	Y
596	I like PVC , except wood .	12	except-plastics	NR	N
597	I like wood , except PVC .	12	except-plastics	NR*	N
598	I like PVC , except plastic .	12	except-plastics	<	N
599	I like plastic , except PVC .	12	except-plastics	>	Y
600	I like PVC , except cotton .	13	except-plastics	NR	N
601	I like cotton , except PVC .	13	except-plastics	NR*	N
602	I like PVC , except plastic .	13	except-plastics	<	N
603	I like plastic , except PVC .	13	except-plastics	>	Y
604	I like PVC , except glass .	14	except-plastics	NR	N
605	I like glass , except PVC .	14	except-plastics	NR*	N
606	I like PVC , except plastic .	14	except-plastics	<	N
607	I like plastic , except PVC .	14	except-plastics	>	Y
608	I like PVC , except leather .	15	except-plastics	NR	N
609	I like leather , except PVC .	15	except-plastics	NR*	N
610	I like PVC , except plastic .	15	except-plastics	<	N
611	I like plastic , except PVC .	15	except-plastics	>	Y
612	I like chairs , except cutlery .	0	except-furniture	NR	N
613	I like cutlery , except chairs .	0	except-furniture	NR*	N
614	I like chairs , except furniture .	0	except-furniture	<	N
615	I like furniture , except chairs .	0	except-furniture	>	Y
616	I like chairs , except paintings .	1	except-furniture	NR	N
617	I like paintings , except chairs .	1	except-furniture	NR*	N
618	I like chairs , except furniture .	1	except-furniture	<	N
619	I like furniture , except chairs .	1	except-furniture	>	Y
620	I like chairs , except carpeting .	2	except-furniture	NR	N
621	I like carpeting , except chairs .	2	except-furniture	NR*	N
622	I like chairs , except furniture .	2	except-furniture	<	N
623	I like furniture , except chairs .	2	except-furniture	>	Y
624	I like chairs , except minimalism .	3	except-furniture	NR	N
625	I like minimalism , except chairs .	3	except-furniture	NR*	N
626	I like chairs , except furniture .	3	except-furniture	<	N
627	I like furniture , except chairs .	3	except-furniture	>	Y
628	I like tables , except cutlery .	4	except-furniture	NR	N
629	I like cutlery , except tables .	4	except-furniture	NR*	N
630	I like tables , except furniture .	4	except-furniture	<	N
631	I like furniture , except tables .	4	except-furniture	>	Y
632	I like tables , except paintings .	5	except-furniture	NR	N
633	I like paintings , except tables .	5	except-furniture	NR*	N
634	I like tables , except furniture .	5	except-furniture	<	N
635	I like furniture , except tables .	5	except-furniture	>	Y
636	I like tables , except carpeting .	6	except-furniture	NR	N
637	I like carpeting , except tables .	6	except-furniture	NR*	N
638	I like tables , except furniture .	6	except-furniture	<	N
639	I like furniture , except tables .	6	except-furniture	>	Y
640	I like tables , except minimalism .	7	except-furniture	NR	N
641	I like minimalism , except tables .	7	except-furniture	NR*	N
642	I like tables , except furniture .	7	except-furniture	<	N
643	I like furniture , except tables .	7	except-furniture	>	Y
644	I like wardrobes , except cutlery .	8	except-furniture	NR	N
645	I like cutlery , except wardrobes .	8	except-furniture	NR*	N
646	I like wardrobes , except furniture .	8	except-furniture	<	N
647	I like furniture , except wardrobes .	8	except-furniture	>	Y
648	I like wardrobes , except paintings .	9	except-furniture	NR	N
649	I like paintings , except wardrobes .	9	except-furniture	NR*	N
650	I like wardrobes , except furniture .	9	except-furniture	<	N
651	I like furniture , except wardrobes .	9	except-furniture	>	Y
652	I like wardrobes , except carpeting .	10	except-furniture	NR	N
653	I like carpeting , except wardrobes .	10	except-furniture	NR*	N
654	I like wardrobes , except furniture .	10	except-furniture	<	N
655	I like furniture , except wardrobes .	10	except-furniture	>	Y
656	I like wardrobes , except minimalism .	11	except-furniture	NR	N
657	I like minimalism , except wardrobes .	11	except-furniture	NR*	N
658	I like wardrobes , except furniture .	11	except-furniture	<	N
659	I like furniture , except wardrobes .	11	except-furniture	>	Y
660	I like beds , except cutlery .	12	except-furniture	NR	N
661	I like cutlery , except beds .	12	except-furniture	NR*	N
662	I like beds , except furniture .	12	except-furniture	<	N
663	I like furniture , except beds .	12	except-furniture	>	Y
664	I like beds , except paintings .	13	except-furniture	NR	N
665	I like paintings , except beds .	13	except-furniture	NR*	N
666	I like beds , except furniture .	13	except-furniture	<	N
667	I like furniture , except beds .	13	except-furniture	>	Y
668	I like beds , except carpeting .	14	except-furniture	NR	N
669	I like carpeting , except beds .	14	except-furniture	NR*	N
670	I like beds , except furniture .	14	except-furniture	<	N
671	I like furniture , except beds .	14	except-furniture	>	Y
672	I like beds , except minimalism .	15	except-furniture	NR	N
673	I like minimalism , except beds .	15	except-furniture	NR*	N
674	I like beds , except furniture .	15	except-furniture	<	N
675	I like furniture , except beds .	15	except-furniture	>	Y
676	I like Merlot , except coca-cola .	0	except-wines-name	NR	N
677	I like coca-cola , except Merlot .	0	except-wines-name	NR*	N
678	I like Merlot , except wine .	0	except-wines-name	<	N
679	I like wine , except Merlot .	0	except-wines-name	>	Y
680	I like Merlot , except water .	1	except-wines-name	NR	N
681	I like water , except Merlot .	1	except-wines-name	NR*	N
682	I like Merlot , except wine .	1	except-wines-name	<	N
683	I like wine , except Merlot .	1	except-wines-name	>	Y
684	I like Merlot , except sprite .	2	except-wines-name	NR	N
685	I like sprite , except Merlot .	2	except-wines-name	NR*	N
686	I like Merlot , except wine .	2	except-wines-name	<	N
687	I like wine , except Merlot .	2	except-wines-name	>	Y
688	I like Merlot , except beer .	3	except-wines-name	NR	N
689	I like beer , except Merlot .	3	except-wines-name	NR*	N
690	I like Merlot , except wine .	3	except-wines-name	<	N
691	I like wine , except Merlot .	3	except-wines-name	>	Y
692	I like Chardonnay , except coca-cola .	4	except-wines-name	NR	N
693	I like coca-cola , except Chardonnay .	4	except-wines-name	NR*	N
694	I like Chardonnay , except wine .	4	except-wines-name	<	N
695	I like wine , except Chardonnay .	4	except-wines-name	>	Y
696	I like Chardonnay , except water .	5	except-wines-name	NR	N
697	I like water , except Chardonnay .	5	except-wines-name	NR*	N
698	I like Chardonnay , except wine .	5	except-wines-name	<	N
699	I like wine , except Chardonnay .	5	except-wines-name	>	Y
700	I like Chardonnay , except sprite .	6	except-wines-name	NR	N
701	I like sprite , except Chardonnay .	6	except-wines-name	NR*	N
702	I like Chardonnay , except wine .	6	except-wines-name	<	N
703	I like wine , except Chardonnay .	6	except-wines-name	>	Y
704	I like Chardonnay , except beer .	7	except-wines-name	NR	N
705	I like beer , except Chardonnay .	7	except-wines-name	NR*	N
706	I like Chardonnay , except wine .	7	except-wines-name	<	N
707	I like wine , except Chardonnay .	7	except-wines-name	>	Y
708	I like Chianti , except coca-cola .	8	except-wines-name	NR	N
709	I like coca-cola , except Chianti .	8	except-wines-name	NR*	N
710	I like Chianti , except wine .	8	except-wines-name	<	N
711	I like wine , except Chianti .	8	except-wines-name	>	Y
712	I like Chianti , except water .	9	except-wines-name	NR	N
713	I like water , except Chianti .	9	except-wines-name	NR*	N
714	I like Chianti , except wine .	9	except-wines-name	<	N
715	I like wine , except Chianti .	9	except-wines-name	>	Y
716	I like Chianti , except sprite .	10	except-wines-name	NR	N
717	I like sprite , except Chianti .	10	except-wines-name	NR*	N
718	I like Chianti , except wine .	10	except-wines-name	<	N
719	I like wine , except Chianti .	10	except-wines-name	>	Y
720	I like Chianti , except beer .	11	except-wines-name	NR	N
721	I like beer , except Chianti .	11	except-wines-name	NR*	N
722	I like Chianti , except wine .	11	except-wines-name	<	N
723	I like wine , except Chianti .	11	except-wines-name	>	Y
724	I like Zinfandel , except coca-cola .	12	except-wines-name	NR	N
725	I like coca-cola , except Zinfandel .	12	except-wines-name	NR*	N
726	I like Zinfandel , except wine .	12	except-wines-name	<	N
727	I like wine , except Zinfandel .	12	except-wines-name	>	Y
728	I like Zinfandel , except water .	13	except-wines-name	NR	N
729	I like water , except Zinfandel .	13	except-wines-name	NR*	N
730	I like Zinfandel , except wine .	13	except-wines-name	<	N
731	I like wine , except Zinfandel .	13	except-wines-name	>	Y
732	I like Zinfandel , except sprite .	14	except-wines-name	NR	N
733	I like sprite , except Zinfandel .	14	except-wines-name	NR*	N
734	I like Zinfandel , except wine .	14	except-wines-name	<	N
735	I like wine , except Zinfandel .	14	except-wines-name	>	Y
736	I like Zinfandel , except beer .	15	except-wines-name	NR	N
737	I like beer , except Zinfandel .	15	except-wines-name	NR*	N
738	I like Zinfandel , except wine .	15	except-wines-name	<	N
739	I like wine , except Zinfandel .	15	except-wines-name	>	Y
740	I like cats , except cars .	0	except-animals	NR	N
741	I like cars , except cats .	0	except-animals	NR*	N
742	I like cats , except animals .	0	except-animals	<	N
743	I like animals , except cats .	0	except-animals	>	Y
744	I like cats , except food .	1	except-animals	NR	N
745	I like food , except cats .	1	except-animals	NR*	N
746	I like cats , except animals .	1	except-animals	<	N
747	I like animals , except cats .	1	except-animals	>	Y
748	I like cats , except humans .	2	except-animals	NR	N
749	I like humans , except cats .	2	except-animals	NR*	N
750	I like cats , except animals .	2	except-animals	<	N
751	I like animals , except cats .	2	except-animals	>	Y
752	I like cats , except objects .	3	except-animals	NR	N
753	I like objects , except cats .	3	except-animals	NR*	N
754	I like cats , except animals .	3	except-animals	<	N
755	I like animals , except cats .	3	except-animals	>	Y
756	I like dogs , except cars .	4	except-animals	NR	N
757	I like cars , except dogs .	4	except-animals	NR*	N
758	I like dogs , except animals .	4	except-animals	<	N
759	I like animals , except dogs .	4	except-animals	>	Y
